"","College","Coach","Role","Race","year_start","year_end","duration"
"419","Stanford","Walt Harris","Head Coach","White",2005,2006,2
"420","Stanford","Jim Harbaugh","Head Coach","White",2007,2010,4
"421","Stanford","David Shaw","Head Coach","Black",2011,2021,11
"422","Syracuse","Paul Pasqualoni","Head Coach","White",2000,2004,5
"423","Syracuse","Greg Robinson","Head Coach","White",2005,2008,4
"424","Syracuse","Doug Marrone","Head Coach","White",2009,2012,4
"425","Syracuse","Scott Shafer","Head Coach","White",2013,2015,3
"426","Syracuse","Dino Babers","Head Coach","Black",2016,2021,6
"427","TCU","Dennis Franchione","Head Coach","White",2000,2000,1
"428","TCU","Gary Patterson","Head Coach","White",2001,2021,21
"429","Temple","Bobby Wallace","Head Coach","White",2000,2005,6
"430","Temple","Al Golden","Head Coach","White",2006,2010,5
"431","Temple","Steve Addazio","Head Coach","White",2011,2012,2
"432","Temple","Matt Rhule","Head Coach","White",2013,2016,4
"433","Temple","Geoff Collins","Head Coach","White",2017,2018,2
"434","Temple","Rod Carey","Head Coach","White",2019,2021,3
"435","Tennessee","Phillip Fulmer","Head Coach","White",2000,2008,9
"436","Tennessee","Lane Kiffin","Head Coach","White",2009,2009,1
"437","Tennessee","Derek Dooley","Head Coach","White",2010,2012,3
"438","Tennessee","Butch Jones","Head Coach","White",2013,2017,5
"439","Tennessee","Jeremy Pruitt","Head Coach","White",2018,2020,3
"440","Tennessee","Josh Heupel","Head Coach","White",2021,2021,1
"441","Texas","Mack Brown","Head Coach","White",2000,2013,14
"442","Texas","Charlie Strong","Head Coach","Black",2014,2016,3
"443","Texas","Tom Herman","Head Coach","White",2017,2020,4
"444","Texas","Steve Sarkisian","Head Coach","White",2021,2021,1
"445","Texas A&M","R.C. Slocum","Head Coach","White",2000,2002,3
"446","Texas A&M","Dennis Franchione","Head Coach","White",2003,2007,5
"447","Texas A&M","Mike Sherman","Head Coach","White",2008,2011,4
"448","Texas A&M","Kevin Sumlin","Head Coach","Black",2012,2017,6
"449","Texas A&M","Jimbo Fisher","Head Coach","White",2018,2021,4
"450","Texas State","Dennis Franchione","Head Coach","White",2012,2015,4
"451","Texas State","Everett Withers","Head Coach","Black",2016,2018,3
"452","Texas State","Jake Spavital","Head Coach","White",2019,2021,3
"453","Texas Tech","Mike Leach","Head Coach","White",2000,2009,10
"454","Texas Tech","Tommy Tuberville","Head Coach","White",2010,2012,3
"455","Texas Tech","Kliff Kingsbury","Head Coach","White",2013,2018,6
"456","Texas Tech","Matt Wells","Head Coach","White",2019,2021,3
"457","Toledo","Gary Pinkel","Head Coach","White",2000,2000,1
"458","Toledo","Tom Amstutz","Head Coach","White",2001,2008,8
"459","Toledo","Tim Beckman","Head Coach","White",2009,2011,3
"460","Toledo","Matt Campbell","Head Coach","White",2012,2015,4
"461","Toledo","Jason Candle","Head Coach","White",2016,2021,6
"462","Troy","Larry Blakeney","Head Coach","White",2001,2014,14
"463","Troy","Neal Brown","Head Coach","White",2015,2018,4
"464","Troy","Chip Lindsey","Head Coach","White",2019,2021,3
"465","Tulane","Chris Scelfo","Head Coach","White",2000,2006,7
"466","Tulane","Bob Toledo","Head Coach","White",2007,2011,5
"467","Tulane","Curtis Johnson","Head Coach","Black",2012,2015,4
"468","Tulane","Willie Fritz","Head Coach","White",2016,2021,6
"469","Tulsa","Keith Burns","Head Coach","White",2000,2002,3
"470","Tulsa","Steve Kragthorpe","Head Coach","White",2003,2006,4
"471","Tulsa","Todd Graham","Head Coach","White",2007,2010,4
"472","Tulsa","Bill Blankenship","Head Coach","White",2011,2014,4
"473","Tulsa","Philip Montgomery","Head Coach","White",2015,2021,7
"474","UAB","Watson Brown","Head Coach","White",2000,2006,7
"475","UAB","Neil Callaway","Head Coach","White",2007,2011,5
"476","UAB","Garrick McGee","Head Coach","Black",2012,2013,2
"477","UAB","Bill Clark","Head Coach","White",2014,2021,8
"478","UCF","Mike Kruczek","Head Coach","White",2000,2003,4
"479","UCF","George O'Leary","Head Coach","White",2004,2015,12
"480","UCF","Scott Frost","Head Coach","White",2016,2017,2
"481","UCF","Josh Heupel","Head Coach","White",2018,2020,3
"482","UCF","Gus Malzahn","Head Coach","White",2021,2021,1
"483","UCLA","Bob Toledo","Head Coach","White",2000,2002,3
"484","UCLA","Karl Dorrell","Head Coach","Black",2003,2007,5
"485","UCLA","Rick Neuheisel","Head Coach","White",2008,2011,4
"486","UCLA","Jim L. Mora","Head Coach","White",2012,2017,6
"487","UCLA","Chip Kelly","Head Coach","White",2018,2021,4
"488","Connecticut","Randy Edsall","Head Coach","White",2000,2021,22
"489","Connecticut","Paul Pasqualoni","Head Coach","White",2011,2013,3
"490","Connecticut","Bob Diaco","Head Coach","White",2014,2016,3
"491","Louisiana Monroe","Terry Bowden","Head Coach","White",2021,2021,1
"492","UNLV","John Robinson","Head Coach","White",2000,2004,5
"493","UNLV","Mike Sanford Sr.","Head Coach","White",2005,2009,5
"494","UNLV","Bobby Hauck","Head Coach","White",2010,2014,5
"495","UNLV","Tony Sanchez","Head Coach","Other",2015,2019,5
"496","UNLV","Marcus Arroyo","Head Coach","White",2020,2021,2
"497","USC","Paul Hackett","Head Coach","White",2000,2000,1
"498","USC","Pete Carroll","Head Coach","White",2001,2009,9
"499","USC","Lane Kiffin","Head Coach","White",2010,2013,4
"500","USC","Steve Sarkisian","Head Coach","White",2014,2015,2
"501","USC","Clay Helton","Head Coach","White",2016,2021,6
"502","South Florida","Jim Leavitt","Head Coach","White",2001,2009,9
"503","South Florida","Skip Holtz","Head Coach","White",2010,2012,3
"504","South Florida","Willie Taggart","Head Coach","Black",2013,2016,4
"505","South Florida","Charlie Strong","Head Coach","Black",2017,2019,3
"506","Utah","Ron McBride","Head Coach","White",2000,2002,3
"507","Utah","Urban Meyer","Head Coach","White",2003,2004,2
"508","Utah","Kyle Whittingham","Head Coach","White",2005,2021,17
"509","Utah State","Mick Dennehy","Head Coach","White",2000,2004,5
"510","Utah State","Brent Guy","Head Coach","White",2005,2008,4
"511","Utah State","Gary Andersen","Head Coach","White",2009,2020,12
"512","Utah State","Matt Wells","Head Coach","White",2013,2018,6
"513","Utah State","Blake Anderson","Head Coach","White",2021,2021,1
"514","UTEP","Gary Nord","Head Coach","White",2000,2003,4
"515","UTEP","Mike Price","Head Coach","White",2004,2012,9
"516","UTEP","Sean Kugler","Head Coach","White",2013,2017,5
"517","UTEP","Dana Dimel","Head Coach","White",2018,2021,4
"518","UT San Antonio","Larry Coker","Head Coach","White",2011,2015,5
"519","UT San Antonio","Frank Wilson","Head Coach","Black",2016,2019,4
"520","UT San Antonio","Jeff Traylor","Head Coach","White",2020,2021,2
"521","Vanderbilt","Woody Widenhofer","Head Coach","White",2000,2001,2
"522","Vanderbilt","Bobby Johnson","Head Coach","White",2002,2009,8
"523","Vanderbilt","Robbie Caldwell","Head Coach","White",2010,2010,1
"524","Vanderbilt","James Franklin","Head Coach","Black",2011,2013,3
"525","Vanderbilt","Derek Mason","Head Coach","Black",2014,2020,7
"526","Vanderbilt","Clark Lea","Head Coach","White",2021,2021,1
"527","Virginia","George Welsh","Head Coach","White",2000,2000,1
"528","Virginia","Al Groh","Head Coach","White",2001,2009,9
"529","Virginia","Mike London","Head Coach","Black",2010,2015,6
"530","Virginia","Bronco Mendenhall","Head Coach","White",2016,2021,6
"531","Virginia Tech","Frank Beamer","Head Coach","White",2000,2015,16
"532","Virginia Tech","Justin Fuente","Head Coach","White",2016,2021,6
"533","Wake Forest","Jim Caldwell","Head Coach","Black",2000,2000,1
"534","Wake Forest","Jim Grobe","Head Coach","White",2001,2013,13
"535","Wake Forest","Dave Clawson","Head Coach","White",2014,2021,8
"536","Washington","Rick Neuheisel","Head Coach","White",2000,2002,3
"537","Washington","Keith Gilbertson","Head Coach","White",2003,2004,2
"538","Washington","Tyrone Willingham","Head Coach","Black",2005,2008,4
"539","Washington","Steve Sarkisian","Head Coach","White",2009,2013,5
"540","Washington","Chris Petersen","Head Coach","White",2014,2019,6
"541","Washington","Jimmy Lake","Head Coach","Black",2020,2021,2
"542","Washington State","Mike Price","Head Coach","White",2000,2002,3
"543","Washington State","Bill Doba","Head Coach","White",2003,2007,5
"544","Washington State","Paul Wulff","Head Coach","White",2008,2011,4
"545","Washington State","Mike Leach","Head Coach","White",2012,2019,8
"546","Washington State","Nick Rolovich","Head Coach","White",2020,2021,2
"547","West Virginia","Don Nehlen","Head Coach","White",2000,2000,1
"548","West Virginia","Rich Rodriguez","Head Coach","White",2001,2007,7
"549","West Virginia","Bill Stewart","Head Coach","White",2008,2010,3
"550","West Virginia","Dana Holgorsen","Head Coach","White",2011,2018,8
"551","West Virginia","Neal Brown","Head Coach","White",2019,2021,3
"552","Western Kentucky","David Elson","Head Coach","White",2008,2009,2
"553","Western Kentucky","Willie Taggart","Head Coach","Black",2010,2012,3
"554","Western Kentucky","Bobby Petrino","Head Coach","White",2013,2013,1
"555","Western Kentucky","Jeff Brohm","Head Coach","White",2014,2016,3
"556","Western Kentucky","Mike Sanford Jr.","Head Coach","White",2017,2018,2
"557","Western Kentucky","Tyson Helton","Head Coach","White",2019,2021,3
"558","Western Michigan","Gary Darnell","Head Coach","White",2000,2004,5
"559","Western Michigan","Bill Cubit","Head Coach","White",2005,2012,8
"560","Western Michigan","P.J. Fleck","Head Coach","White",2013,2016,4
"561","Western Michigan","Tim Lester","Head Coach","White",2017,2021,5
"562","Wisconsin","Barry Alvarez","Head Coach","White",2000,2005,6
"563","Wisconsin","Bret Bielema","Head Coach","White",2006,2012,7
"564","Wisconsin","Gary Andersen","Head Coach","White",2013,2014,2
"565","Wisconsin","Paul Chryst","Head Coach","White",2015,2021,7
"566","Wyoming","Vic Koenning","Head Coach","White",2000,2002,3
"567","Wyoming","Joe Glenn","Head Coach","White",2003,2008,6
"568","Wyoming","Dave Christensen","Head Coach","White",2009,2013,5
"569","Wyoming","Craig Bohl","Head Coach","White",2014,2021,8
"570","Air Force","Chuck Petersen","Offensive Coordinator","White",2000,2006,7
"571","Air Force","Clay Hendrix","Offensive Coordinator","White",2007,2009,3
"572","Air Force","Tim Horton","Offensive Coordinator","White",2007,2007,1
"573","Air Force","Blane Morgan","Offensive Coordinator","White",2008,2013,6
"574","Air Force","Mike Thiessen","Offensive Coordinator","White",2009,2021,13
"575","Akron","Paul Winters","Offensive Coordinator","Black",2000,2003,4
"576","Akron","Jim Pry","Offensive Coordinator","White",2004,2005,2
"577","Akron","Joe Moorhead","Offensive Coordinator","White",2006,2008,3
"578","Akron","Shane Montgomery","Offensive Coordinator","White",2009,2009,1
"579","Akron","John Latina","Offensive Coordinator","White",2010,2011,2
"580","Akron","A.J. Milwee","Offensive Coordinator","White",2013,2018,6
"581","Akron","Tommy Zagorski","Offensive Coordinator","White",2019,2020,2
"582","Akron","Bryan Gasser","Offensive Coordinator","White",2021,2021,1
"583","Alabama","Charlie Stubbs","Offensive Coordinator","White",2000,2000,1
"584","Alabama","Neil Callaway","Offensive Coordinator","White",2000,2000,1
"585","Alabama","Les Koenning","Offensive Coordinator","White",2001,2002,2
"586","Alabama","David Rader","Offensive Coordinator","White",2003,2006,4
"587","Alabama","Major Applewhite","Offensive Coordinator","White",2007,2007,1
"588","Alabama","Jim McElwain","Offensive Coordinator","White",2008,2011,4
"589","Alabama","Joe Pendry","Offensive Coordinator","White",2008,2008,1
"590","Alabama","Doug Nussmeier","Offensive Coordinator","White",2012,2013,2
"591","Alabama","Lane Kiffin","Offensive Coordinator","White",2014,2016,3
"592","Alabama","Brian Daboll","Offensive Coordinator","White",2017,2017,1
"593","Alabama","Mike Locksley","Offensive Coordinator","Black",2017,2018,2
"594","Alabama","Josh Gattis","Offensive Coordinator","Black",2018,2018,1
"595","Alabama","Steve Sarkisian","Offensive Coordinator","White",2019,2020,2
"596","Alabama","Bill O'Brien","Offensive Coordinator","White",2021,2021,1
"597","Appalachian State","Dwayne Ledford","Offensive Coordinator","White",2014,2015,2
"598","Appalachian State","Frank Ponce","Offensive Coordinator","White",2014,2021,8
"599","Appalachian State","Shawn Clark","Offensive Coordinator","White",2016,2018,3
"600","Appalachian State","Tony Petersen","Offensive Coordinator","White",2020,2020,1
"601","Arizona","Dino Babers","Offensive Coordinator","Black",2000,2000,1
"602","Arizona","Rick Dykes","Offensive Coordinator","White",2001,2002,2
"603","Arizona","Mike Deal","Offensive Coordinator","Other",2003,2003,1
"604","Arizona","Mike Canales","Offensive Coordinator","White",2004,2006,3
"605","Arizona","Sonny Dykes","Offensive Coordinator","White",2007,2009,3
"606","Arizona","Bill Bedenbaugh","Offensive Coordinator","White",2010,2010,1
"607","Arizona","Seth Littrell","Offensive Coordinator","White",2010,2011,2
"608","Arizona","Calvin Magee","Offensive Coordinator","Black",2012,2017,6
"609","Arizona","Rod Smith","Offensive Coordinator","White",2012,2017,6
"610","Arizona","Noel Mazzone","Offensive Coordinator","White",2018,2020,3
"611","Arizona","Brennan Carroll","Offensive Coordinator","White",2021,2021,1
"612","Arizona State","John Pettas","Offensive Coordinator","White",2000,2000,1
"613","Arizona State","Roy Wittke","Offensive Coordinator","White",2006,2006,1
"614","Arizona State","Rich Olson","Offensive Coordinator","White",2007,2009,3
"615","Arizona State","Noel Mazzone","Offensive Coordinator","White",2010,2011,2
"616","Arizona State","Mike Norvell","Offensive Coordinator","White",2012,2015,4
"617","Arizona State","Chip Lindsey","Offensive Coordinator","White",2016,2016,1
"618","Arizona State","Billy Napier","Offensive Coordinator","White",2017,2017,1
"619","Arizona State","Rob Likens","Offensive Coordinator","White",2017,2019,3
"620","Arizona State","Zak Hill","Offensive Coordinator","White",2020,2021,2
"621","Arkansas","Gus Malzahn","Offensive Coordinator","White",2006,2006,1
"622","Arkansas","David Lee","Offensive Coordinator","White",2007,2007,1
"623","Arkansas","Paul Petrino","Offensive Coordinator","White",2008,2012,5
"624","Arkansas","Garrick McGee","Offensive Coordinator","Black",2010,2011,2
"625","Arkansas","Jim Chaney","Offensive Coordinator","White",2013,2014,2
"626","Arkansas","Dan Enos","Offensive Coordinator","White",2015,2017,3
"627","Arkansas","Joe Craddock","Offensive Coordinator","White",2018,2019,2
"628","Arkansas","Kendal Briles","Offensive Coordinator","White",2020,2021,2
"629","Arkansas State","Randy Fichtner","Offensive Coordinator","White",2000,2000,1
"630","Arkansas State","Phil Davis","Offensive Coordinator","White",2001,2001,1
"631","Arkansas State","Doug Ruse","Offensive Coordinator","White",2002,2009,8
"632","Arkansas State","Hugh Freeze","Offensive Coordinator","White",2010,2010,1
"633","Arkansas State","Rhett Lashlee","Offensive Coordinator","White",2012,2012,1
"634","Arkansas State","Bush Hamdan","Offensive Coordinator","Other",2013,2013,1
"635","Arkansas State","Eliah Drinkwitz","Offensive Coordinator","White",2013,2013,1
"636","Arkansas State","Glen Elarbee","Offensive Coordinator","White",2014,2015,2
"637","Arkansas State","Walt Bell","Offensive Coordinator","White",2014,2015,2
"638","Arkansas State","Buster Faulkner","Offensive Coordinator","White",2016,2018,3
"639","Arkansas State","Keith Heckendorf","Offensive Coordinator","White",2019,2021,3
"640","Army","John Bond","Offensive Coordinator","White",2000,2003,4
"641","Army","Kevin Ross","Offensive Coordinator","Black",2004,2006,3
"642","Army","Tim Walsh","Offensive Coordinator","White",2007,2008,2
"643","Army","Ian Shields","Offensive Coordinator","White",2009,2012,4
"644","Army","Brent Davis","Offensive Coordinator","White",2014,2021,8
"645","Auburn","Noel Mazzone","Offensive Coordinator","White",2000,2001,2
"646","Auburn","Bobby Petrino","Offensive Coordinator","White",2002,2002,1
"647","Auburn","Hugh Nall","Offensive Coordinator","White",2003,2003,1
"648","Auburn","Al Borges","Offensive Coordinator","White",2004,2007,4
"649","Auburn","Steve Ensminger","Offensive Coordinator","White",2008,2008,1
"650","Auburn","Tony Franklin","Offensive Coordinator","White",2008,2008,1
"651","Auburn","Gus Malzahn","Offensive Coordinator","White",2009,2011,3
"652","Auburn","Scot Loeffler","Offensive Coordinator","White",2012,2012,1
"653","Auburn","Dameyune Craig","Offensive Coordinator","Black",2013,2015,3
"654","Auburn","Rhett Lashlee","Offensive Coordinator","White",2013,2016,4
"655","Auburn","Kodi Burns","Offensive Coordinator","Black",2016,2018,3
"656","Auburn","Chip Lindsey","Offensive Coordinator","White",2017,2018,2
"657","Auburn","Kenny Dillingham","Offensive Coordinator","White",2019,2019,1
"658","Auburn","Chad Morris","Offensive Coordinator","White",2020,2020,1
"659","Auburn","Mike Bobo","Offensive Coordinator","White",2021,2021,1
"660","Ball State","Ted Huber","Offensive Coordinator","White",2001,2001,1
"661","Ball State","Rich Spisak","Offensive Coordinator","White",2002,2002,1
"662","Ball State","Don Treadwell","Offensive Coordinator","White",2003,2003,1
"663","Ball State","Ed Stults","Offensive Coordinator","White",2004,2005,2
